post_id,user_id,,,
655,952,,,
940,958,,,
941,958,,,
732,983,,,
733,983,,,
145,988,,,
146,988,,,
147,988,,,
148,988,,,
149,988,,,
150,988,,,
151,988,,,
152,988,,,
153,988,,,
154,988,,,
468,993,,,
469,993,,,
470,993,,,
471,993,,,
472,993,,,
891,1002,,,
892,1002,,,
899,1002,,,
32,1008,,,
648,1017,,,
56,1036,,,
410,1043,,,
411,1043,,,
412,1043,,,
912,1043,,,
944,1044,,,
945,1044,,,
946,1044,,,
644,1047,,,
645,1047,,,
646,1047,,,
647,1047,,,
423,1051,,,
424,1051,,,
561,1075,,,
562,1075,,,
563,1075,,,
564,1075,,,
565,1075,,,
566,1075,,,
567,1075,,,
568,1075,,,
130,1089,,,
226,1089,,,
532,1089,,,
625,1092,,,
626,1092,,,
627,1092,,,
547,1101,,,
548,1101,,,
549,1101,,,
805,1120,,,
806,1120,,,
807,1120,,,
958,1120,,,
967,1120,,,
62,1133,,,
63,1134,,,
349,1154,,,
662,1154,,,
99,1160,,,
100,1160,,,
486,1160,,,
125,1167,,,
483,1175,,,
484,1175,,,
88,1191,,,
89,1191,,,
90,1191,,,
287,1199,,,
288,1199,,,
289,1199,,,
291,1199,,,
746,1201,,,
747,1201,,,
748,1201,,,
749,1201,,,
750,1201,,,
751,1201,,,
752,1201,,,
753,1201,,,
754,1201,,,
755,1201,,,
756,1201,,,
757,1201,,,
758,1201,,,
762,1201,,,
763,1201,,,
473,1219,,,
474,1219,,,
475,1219,,,
285,1220,,,
488,1220,,,
351,1235,,,
358,1235,,,
518,1303,,,
519,1303,,,
520,1303,,,
521,1303,,,
523,1303,,,
109,1306,,,
923,1307,,,
4,1310,,,
298,1318,,,
299,1318,,,
300,1318,,,
528,1340,,,
529,1340,,,
534,1397,,,
550,1400,,,
551,1400,,,
902,1412,,,
222,1413,,,
227,1413,,,
599,1426,,,
600,1426,,,
775,1439,,,
779,1439,,,
33,1442,,,
117,1451,,,
507,1466,,,
508,1466,,,
29,1487,,,
208,1517,,,
209,1517,,,
210,1517,,,
47,1553,,,
48,1553,,,
49,1553,,,
50,1553,,,
114,1558,,,
115,1558,,,
605,1564,,,
827,1571,,,
828,1571,,,
829,1571,,,
855,1571,,,
859,1571,,,
860,1571,,,
478,1578,,,
383,1591,,,
743,1591,,,
744,1591,,,
491,1614,,,
492,1614,,,
493,1614,,,
494,1614,,,
495,1614,,,
506,1614,,,
808,1614,,,
809,1614,,,
816,1614,,,
817,1614,,,
397,1635,,,
416,1635,,,
417,1635,,,
418,1635,,,
301,1650,,,
302,1650,,,
303,1650,,,
177,1653,,,
178,1653,,,
179,1653,,,
140,1659,,,
839,1666,,,
840,1666,,,
841,1666,,,
842,1666,,,
852,1666,,,
853,1666,,,
856,1666,,,
858,1666,,,
862,1666,,,
877,1666,,,
780,1667,,,
781,1667,,,
782,1667,,,
783,1667,,,
954,1717,,,
955,1717,,,
956,1717,,,
2,1719,,,
185,1743,,,
186,1743,,,
187,1743,,,
6,1787,,,
11,1787,,,
402,1799,,,
403,1799,,,
437,1799,,,
513,1801,,,
126,1802,,,
544,1802,,,
616,1805,,,
617,1805,,,
624,1811,,,
861,1811,,,
120,1825,,,
197,1825,,,
220,1825,,,
221,1825,,,
467,1825,,,
129,1833,,,
537,1835,,,
538,1835,,,
255,1840,,,
256,1840,,,
267,1859,,,
268,1859,,,
271,1859,,,
272,1859,,,
679,1861,,,
680,1861,,,
681,1861,,,
682,1861,,,
683,1861,,,
684,1861,,,
110,1883,,,
183,1886,,,
969,1910,,,
970,1910,,,
821,1925,,,
822,1925,,,
830,1925,,,
831,1925,,,
832,1925,,,
37,1929,,,
269,1947,,,
310,1947,,,
64,1968,,,
671,1980,,,
672,1980,,,
673,1980,,,
674,1980,,,
675,1980,,,
640,1985,,,
641,1985,,,
642,1985,,,
643,1985,,,
890,1998,,,
900,1998,,,
9,2040,,,
12,2040,,,
13,2040,,,
525,2061,,,
526,2061,,,
527,2061,,,
531,2061,,,
729,2064,,,
730,2064,,,
1,2077,,,
34,2102,,,
168,2112,,,
169,2112,,,
170,2112,,,
929,2119,,,
930,2119,,,
931,2119,,,
932,2119,,,
337,2135,,,
338,2135,,,
339,2135,,,
340,2135,,,
464,2139,,,
465,2139,,,
466,2139,,,
386,2141,,,
387,2141,,,
20,2151,,,
23,2153,,,
211,2153,,,
46,2154,,,
36,2156,,,
487,2156,,,
24,2158,,,
40,2159,,,
101,2162,,,
111,2162,,,
134,2164,,,
135,2164,,,
136,2164,,,
137,2164,,,
138,2164,,,
139,2164,,,
52,2167,,,
65,2168,,,
511,2168,,,
60,2170,,,
87,2172,,,
462,2172,,,
91,2176,,,
391,2177,,,
479,2177,,,
480,2177,,,
774,2178,,,
92,2179,,,
112,2181,,,
116,2182,,,
734,2183,,,
735,2183,,,
736,2183,,,
737,2183,,,
804,2183,,,
113,2184,,,
123,2184,,,
198,2185,,,
515,2185,,,
204,2186,,,
205,2186,,,
206,2186,,,
207,2186,,,
124,2187,,,
127,2188,,,
128,2188,,,
144,2191,,,
167,2191,,,
132,2192,,,
133,2192,,,
156,2193,,,
162,2194,,,
350,2194,,,
163,2195,,,
161,2196,,,
164,2197,,,
542,2197,,,
165,2198,,,
432,2199,,,
184,2201,,,
203,2202,,,
315,2203,,,
196,2205,,,
213,2207,,,
328,2207,,,
219,2208,,,
257,2211,,,
270,2212,,,
385,2212,,,
246,2215,,,
685,2216,,,
686,2216,,,
243,2217,,,
244,2217,,,
245,2217,,,
281,2217,,,
282,2217,,,
283,2217,,,
284,2218,,,
258,2219,,,
957,2219,,,
490,2221,,,
309,2224,,,
326,2225,,,
898,2226,,,
327,2227,,,
835,2227,,,
311,2228,,,
312,2228,,,
331,2229,,,
329,2230,,,
330,2230,,,
354,2233,,,
378,2233,,,
376,2235,,,
514,2235,,,
384,2238,,,
392,2239,,,
393,2240,,,
394,2242,,,
395,2242,,,
396,2242,,,
818,2247,,,
819,2247,,,
820,2247,,,
460,2248,,,
509,2249,,,
476,2250,,,
477,2250,,,
560,2251,,,
481,2252,,,
482,2253,,,
510,2255,,,
533,2258,,,
522,2259,,,
742,2261,,,
539,2263,,,
878,2264,,,
879,2264,,,
880,2264,,,
545,2265,,,
546,2265,,,
557,2266,,,
558,2266,,,
559,2266,,,
633,2268,,,
949,2272,,,
666,2274,,,
703,2275,,,
769,2276,,,
770,2276,,,
687,2278,,,
688,2278,,,
699,2279,,,
700,2279,,,
701,2279,,,
707,2280,,,
710,2280,,,
712,2280,,,
764,2281,,,
731,2284,,,
893,2286,,,
894,2286,,,
895,2286,,,
896,2286,,,
765,2288,,,
771,2288,,,
773,2288,,,
823,2290,,,
885,2291,,,
843,2292,,,
844,2292,,,
909,2296,,,
939,2296,,,
966,2297,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
